"Airline","Date_of_Journey","Source","Destination","Route","Dep_Time","Arrival_Time","Duration","Total_Stops","Additional_Info","Price"
"Multiple carriers","06/09/2019","Delhi","Cochin","DEL → BOM → COK","01:00 PM","01:30 AM","12h 30m","1 stop","No info",88
"Jet Airways","04/06/2019","Banglore","Delhi","BLR → DEL","06:00 AM","08:45 AM","2h 45m","non-stop","No info",88
"Jet Airways","06/12/2019","Delhi","Cochin","DEL → JAI → BOM → COK","05:30 AM","04:25 AM","22h 55m","2 stops","No info",159
"Air India","05/09/2019","Kolkata","Banglore","CCU → MAA → BLR","02:35 PM","02:35 PM","24h","1 stop","No info",80
"Jet Airways","06/12/2019","Delhi","Cochin","DEL → IDR → BOM → COK","09:35 AM","12:35 PM","27h","2 stops","No info",162
"Jet Airways","05/21/2019","Delhi","Cochin","DEL → AMD → BOM → COK","07:10 PM","07:00 PM","23h 50m","2 stops","No info",185
"Air India","06/15/2019","Delhi","Cochin","DEL → BHO → BOM → COK","08:00 PM","07:15 PM","23h 15m","2 stops","No info",135
"SpiceJet","04/21/2019","Kolkata","Banglore","CCU → BLR","06:55 AM","09:30 AM","2h 35m","non-stop","No info",51
"Multiple carriers","03/27/2019","Delhi","Cochin","DEL → BOM → COK","04:00 AM","06:50 PM","14h 50m","1 stop","No info",138
"Jet Airways","05/18/2019","Delhi","Cochin","DEL → BOM → COK","07:45 PM","12:35 PM","16h 50m","1 stop","In-flight meal not included",151
"Air India","03/01/2019","Banglore","New Delhi","BLR → CCU → DEL","05:50 AM","09:15 AM","27h 25m","1 stop","No info",164
"IndiGo","05/01/2019","Kolkata","Banglore","CCU → BLR","08:20 PM","10:55 PM","2h 35m","non-stop","No info",59
"Air India","05/12/2019","Kolkata","Banglore","CCU → BOM → GOI → BLR","09:25 AM","05:35 AM","20h 10m","2 stops","No info",142
"IndiGo","06/18/2019","Banglore","Delhi","BLR → DEL","12:25 AM","03:15 AM","2h 50m","non-stop","No info",42
"IndiGo","05/21/2019","Kolkata","Banglore","CCU → RPR → HYD → BLR","06:35 AM","12:10 PM","5h 35m","2 stops","No info",74
"Air India","05/09/2019","Kolkata","Banglore","CCU → DEL → COK → BLR","07:00 AM","01:20 AM","18h 20m","2 stops","No info",159
"Jet Airways","03/18/2019","Banglore","New Delhi","BLR → BOM → JDH → DEL","08:55 AM","03:55 PM","7h","2 stops","In-flight meal not included",137
"Jet Airways","04/01/2019","Kolkata","Banglore","CCU → BOM → BLR","06:30 AM","12:00 PM","5h 30m","1 stop","In-flight meal not included",123
"Jet Airways","06/06/2019","Kolkata","Banglore","CCU → DEL → BLR","08:25 PM","02:25 PM","18h","1 stop","In-flight meal not included",129
"IndiGo","03/18/2019","Chennai","Kolkata","MAA → CCU","10:05 PM","12:25 AM","2h 20m","non-stop","No info",64
"Air India","05/21/2019","Kolkata","Banglore","CCU → DEL → BLR","10:00 AM","11:15 PM","13h 15m","1 stop","No info",146
"Jet Airways","06/09/2019","Delhi","Cochin","DEL → JAI → BOM → COK","05:30 AM","04:25 AM","22h 55m","2 stops","No info",159
"Vistara","06/06/2019","Kolkata","Banglore","CCU → DEL → BLR","05:00 PM","08:20 PM","27h 20m","1 stop","No info",108
"Jet Airways","05/09/2019","Delhi","Cochin","DEL → BOM → COK","03:00 PM","12:35 PM","21h 35m","1 stop","In-flight meal not included",151
"Jet Airways","06/01/2019","Delhi","Cochin","DEL → BOM → COK","09:00 AM","12:35 PM","27h 35m","1 stop","In-flight meal not included",125
"Jet Airways","06/03/2019","Mumbai","Hyderabad","BOM → HYD","07:05 AM","08:30 AM","1h 25m","non-stop","In-flight meal not included",61
"Jet Airways","03/27/2019","Delhi","Cochin","DEL → BOM → COK","09:50 PM","07:45 PM","21h 55m","1 stop","In-flight meal not included",91
"IndiGo","03/21/2019","Kolkata","Banglore","CCU → BLR","05:30 AM","08:20 AM","2h 50m","non-stop","No info",51
"IndiGo","05/27/2019","Chennai","Kolkata","MAA → CCU","02:45 PM","05:05 PM","2h 20m","non-stop","No info",44
"Air Asia","05/01/2019","Kolkata","Banglore","CCU → DEL → BLR","07:35 AM","11:30 PM","15h 55m","1 stop","No info",63
"Jet Airways","03/06/2019","Banglore","New Delhi","BLR → BOM → DEL","08:00 AM","08:20 PM","12h 20m","1 stop","No info",204
"Multiple carriers","06/01/2019","Delhi","Cochin","DEL → BOM → COK","01:00 PM","09:00 PM","8h","1 stop","No info",97
"Air India","05/18/2019","Delhi","Cochin","DEL → BOM → COK","08:00 AM","07:15 PM","11h 15m","1 stop","No info",108
"IndiGo","05/12/2019","Delhi","Cochin","DEL → COK","02:25 PM","05:40 PM","3h 15m","non-stop","No info",61
"Vistara","05/06/2019","Kolkata","Banglore","CCU → DEL → BLR","05:00 PM","09:05 AM","16h 5m","1 stop","No info",99
"Air India","03/09/2019","Delhi","Cochin","DEL → CCU → BOM → COK","04:55 PM","07:15 PM","26h 20m","2 stops","No info",270
"SpiceJet","03/24/2019","Banglore","New Delhi","BLR → DEL","05:45 AM","08:35 AM","2h 50m","non-stop","No check-in baggage included",52
"Jet Airways","03/01/2019","Banglore","New Delhi","BLR → BOM → DEL","06:40 PM","12:45 AM","6h 5m","1 stop","No info",429
"IndiGo","04/15/2019","Kolkata","Banglore","CCU → BBI → BLR","07:35 PM","11:15 PM","3h 40m","1 stop","No info",52
"Jet Airways","05/01/2019","Kolkata","Banglore","CCU → BOM → BLR","08:25 AM","04:20 PM","7h 55m","1 stop","In-flight meal not included",132
"IndiGo","06/12/2019","Mumbai","Hyderabad","BOM → HYD","12:00 PM","01:30 PM","1h 30m","non-stop","No info",34
"IndiGo","06/06/2019","Kolkata","Banglore","CCU → VTZ → BLR","10:30 AM","04:05 PM","5h 35m","1 stop","No info",77
"Air India","05/18/2019","Kolkata","Banglore","CCU → BOM → COK → BLR","09:25 AM","01:45 PM","28h 20m","2 stops","No info",161
"Jet Airways","05/21/2019","Delhi","Cochin","DEL → BOM → COK","05:30 PM","12:35 PM","19h 5m","1 stop","In-flight meal not included",157
"Air India","03/12/2019","Banglore","New Delhi","BLR → BOM → DEL","06:45 AM","08:35 PM","13h 50m","1 stop","No info",148
"Jet Airways","05/21/2019","Kolkata","Banglore","CCU → DEL → BLR","08:25 PM","10:05 PM","25h 40m","1 stop","No info",159
"Air India","04/01/2019","Kolkata","Banglore","CCU → GAU → DEL → BLR","04:45 PM","08:25 PM","27h 40m","2 stops","No info",121
"GoAir","04/01/2019","Banglore","Delhi","BLR → DEL","07:45 AM","10:40 AM","2h 55m","non-stop","No info",52
"Jet Airways","06/06/2019","Delhi","Cochin","DEL → BOM → COK","09:50 PM","07:00 PM","21h 10m","1 stop","No info",179
"IndiGo","05/06/2019","Kolkata","Banglore","CCU → NAG → BLR","06:05 PM","11:30 PM","5h 25m","1 stop","No info",76
"IndiGo","03/01/2019","Chennai","Kolkata","MAA → CCU","05:15 AM","07:35 AM","2h 20m","non-stop","No info",89
"Multiple carriers","06/09/2019","Delhi","Cochin","DEL → BOM → COK","03:50 AM","11:30 AM","7h 40m","1 stop","No info",90
"Jet Airways","06/09/2019","Kolkata","Banglore","CCU → DEL → BLR","09:35 AM","06:00 PM","8h 25m","1 stop","In-flight meal not included",171
"IndiGo","05/15/2019","Kolkata","Banglore","CCU → BLR","02:25 PM","04:55 PM","2h 30m","non-stop","No info",64
"SpiceJet","03/09/2019","Mumbai","Hyderabad","BOM → HYD","05:45 AM","07:05 AM","1h 20m","non-stop","No info",54
"Air India","05/18/2019","Kolkata","Banglore","CCU → DEL → AMD → BLR","10:00 AM","05:25 AM","19h 25m","2 stops","No info",172
"SpiceJet","04/27/2019","Banglore","Delhi","BLR → DEL","09:30 AM","12:20 PM","2h 50m","non-stop","No check-in baggage included",60
"Jet Airways","06/01/2019","Banglore","Delhi","BLR → DEL","08:20 AM","11:20 AM","3h","non-stop","No info",98
"Multiple carriers","06/24/2019","Delhi","Cochin","DEL → BOM → COK","06:00 AM","12:35 PM","6h 35m","1 stop","No info",153
"Jet Airways","03/27/2019","Delhi","Cochin","DEL → BOM → COK","02:15 AM","06:50 PM","16h 35m","1 stop","In-flight meal not included",73
"Air India","05/09/2019","Delhi","Cochin","DEL → GOI → BOM → COK","10:00 PM","07:15 PM","21h 15m","2 stops","No info",127
"SpiceJet","04/01/2019","Banglore","Delhi","BLR → DEL","09:10 PM","12:05 AM","2h 55m","non-stop","No info",44
"Air India","03/09/2019","Delhi","Cochin","DEL → RPR → NAG → BOM → COK","05:15 AM","07:15 PM","38h","3 stops","No info",190
"Air India","03/27/2019","Delhi","Cochin","DEL → BOM → COK","08:00 AM","07:15 PM","11h 15m","1 stop","No info",88
"Jet Airways","03/21/2019","Delhi","Cochin","DEL → IXC → BOM → COK","06:20 AM","04:25 AM","22h 5m","2 stops","No info",150
"Multiple carriers","06/06/2019","Delhi","Cochin","DEL → BOM → COK","07:00 PM","01:30 AM","6h 30m","1 stop","No info",92
"Jet Airways","05/21/2019","Mumbai","Hyderabad","BOM → HYD","07:35 PM","09:05 PM","1h 30m","non-stop","No info",69
"Air India","06/24/2019","Delhi","Cochin","DEL → GOI → BOM → COK","10:55 AM","07:40 AM","20h 45m","2 stops","No info",143
"SpiceJet","05/21/2019","Mumbai","Hyderabad","BOM → HYD","10:45 PM","12:15 AM","1h 30m","non-stop","No check-in baggage included",24
"IndiGo","03/21/2019","Delhi","Cochin","DEL → BOM → COK","06:40 AM","01:20 PM","6h 40m","1 stop","No info",125
"IndiGo","05/21/2019","Delhi","Cochin","DEL → BOM → COK","08:25 PM","01:30 AM","5h 5m","1 stop","No info",62
"IndiGo","03/03/2019","Delhi","Cochin","DEL → BOM → COK","08:25 AM","03:30 PM","7h 5m","1 stop","No info",181
"Jet Airways","05/18/2019","Delhi","Cochin","DEL → BOM → COK","07:05 AM","07:00 PM","11h 55m","1 stop","In-flight meal not included",151
"SpiceJet","06/15/2019","Mumbai","Hyderabad","BOM → HYD","10:45 PM","12:15 AM","1h 30m","non-stop","No info",25
"Jet Airways","03/24/2019","Kolkata","Banglore","CCU → BOM → BLR","01:55 PM","04:45 AM","14h 50m","1 stop","In-flight meal not included",130
"Multiple carriers","05/09/2019","Delhi","Cochin","DEL → BOM → COK","10:20 AM","07:00 PM","8h 40m","1 stop","No info",119
"Jet Airways","05/09/2019","Kolkata","Banglore","CCU → DEL → BLR","08:25 PM","11:35 PM","27h 10m","1 stop","No info",159
"SpiceJet","03/03/2019","Chennai","Kolkata","MAA → CCU","05:45 PM","08:05 PM","2h 20m","non-stop","No info",89
"IndiGo","03/03/2019","Banglore","New Delhi","BLR → DEL","10:05 AM","01:00 PM","2h 55m","non-stop","No info",93
"Air India","05/12/2019","Kolkata","Banglore","CCU → BBI → BOM → BLR","12:00 PM","09:50 PM","9h 50m","2 stops","No info",130
"Air India","06/03/2019","Banglore","Delhi","BLR → DEL","10:00 AM","12:45 PM","2h 45m","non-stop","No info",85
"IndiGo","05/15/2019","Delhi","Cochin","DEL → BOM → COK","11:25 AM","01:30 AM","14h 5m","1 stop","No info",85
"Multiple carriers","05/27/2019","Delhi","Cochin","DEL → BOM → COK","09:00 AM","09:00 PM","12h","1 stop","No info",166
"Jet Airways","05/24/2019","Kolkata","Banglore","CCU → BOM → BLR","02:05 PM","11:35 PM","9h 30m","1 stop","In-flight meal not included",132
"IndiGo","05/12/2019","Banglore","Delhi","BLR → DEL","10:10 AM","01:00 PM","2h 50m","non-stop","No info",48
"IndiGo","06/12/2019","Delhi","Cochin","DEL → BOM → COK","09:15 AM","09:00 PM","11h 45m","1 stop","No info",83
"Jet Airways","04/15/2019","Delhi","Cochin","DEL → BOM → COK","01:00 PM","07:00 PM","6h","1 stop","In-flight meal not included",80
"Jet Airways","05/21/2019","Delhi","Cochin","DEL → BOM → COK","07:05 AM","07:00 PM","11h 55m","1 stop","In-flight meal not included",149
"Jet Airways","05/12/2019","Kolkata","Banglore","CCU → BOM → BLR","04:30 PM","04:40 AM","12h 10m","1 stop","No info",176
"IndiGo","03/12/2019","Kolkata","Banglore","CCU → BLR","05:30 AM","08:20 AM","2h 50m","non-stop","No info",51
"Multiple carriers","05/18/2019","Delhi","Cochin","DEL → IDR → BOM → COK","03:05 PM","01:30 AM","10h 25m","2 stops","No info",205
"Multiple carriers","06/03/2019","Delhi","Cochin","DEL → HYD → COK","09:45 AM","10:30 PM","12h 45m","1 stop","No info",118
"Jet Airways","06/09/2019","Kolkata","Banglore","CCU → BOM → BLR","09:10 PM","06:15 PM","21h 5m","1 stop","No info",178
"IndiGo","05/15/2019","Delhi","Cochin","DEL → BOM → COK","04:00 PM","01:30 AM","9h 30m","1 stop","No info",97
"Jet Airways","05/12/2019","Kolkata","Banglore","CCU → BOM → BLR","08:00 PM","04:40 AM","8h 40m","1 stop","In-flight meal not included",105
"Multiple carriers","06/03/2019","Delhi","Cochin","DEL → HYD → COK","01:15 PM","10:30 PM","9h 15m","1 stop","No info",118
"Jet Airways","05/18/2019","Kolkata","Banglore","CCU → BOM → BLR","02:05 PM","12:00 PM","21h 55m","1 stop","No info",176
"Jet Airways","06/12/2019","Kolkata","Banglore","CCU → BOM → BLR","04:30 PM","04:20 PM","23h 50m","1 stop","No info",159
"Multiple carriers","05/21/2019","Delhi","Cochin","DEL → BOM → COK","10:00 AM","07:00 PM","9h","1 stop","No info",124
"Jet Airways","06/01/2019","Delhi","Cochin","DEL → BOM → COK","07:45 PM","07:00 PM","23h 15m","1 stop","No info",179
"Air India","06/01/2019","Delhi","Cochin","DEL → BOM → COK","10:00 AM","07:15 PM","9h 15m","1 stop","No info",121
"Jet Airways","03/21/2019","Delhi","Cochin","DEL → BOM → COK","10:50 PM","04:25 AM","5h 35m","1 stop","In-flight meal not included",73
"SpiceJet","06/27/2019","Chennai","Kolkata","MAA → CCU","09:45 AM","12:00 PM","2h 15m","non-stop","No info",44
"Air India","03/21/2019","Delhi","Cochin","DEL → BLR → COK","01:30 PM","11:00 PM","9h 30m","1 stop","No info",70
"Jet Airways","06/03/2019","Delhi","Cochin","DEL → BOM → COK","07:45 PM","04:25 AM","8h 40m","1 stop","No info",179
"Air India","05/12/2019","Banglore","Delhi","BLR → DEL","10:00 AM","12:45 PM","2h 45m","non-stop","No info",64
"Jet Airways","04/01/2019","Kolkata","Banglore","CCU → DEL → BLR","09:35 AM","10:55 AM","25h 20m","1 stop","No info",140
"Vistara","06/06/2019","Banglore","Delhi","BLR → DEL","09:45 AM","12:35 PM","2h 50m","non-stop","No info",57
"IndiGo","04/18/2019","Banglore","Delhi","BLR → DEL","09:15 PM","12:15 AM","3h","non-stop","No info",56
"IndiGo","05/12/2019","Banglore","Delhi","BLR → DEL","09:15 PM","12:15 AM","3h","non-stop","No info",48
"Air India","04/21/2019","Banglore","Delhi","BLR → DEL","10:00 AM","12:45 PM","2h 45m","non-stop","No info",64
"Jet Airways","03/27/2019","Delhi","Cochin","DEL → BOM → COK","02:15 AM","06:50 PM","16h 35m","1 stop","No info",149
"Air India","06/09/2019","Delhi","Cochin","DEL → HYD → MAA → COK","07:05 AM","09:25 AM","26h 20m","2 stops","No info",136
"IndiGo","04/09/2019","Delhi","Cochin","DEL → BOM → COK","09:15 AM","01:30 AM","16h 15m","1 stop","No info",80
"Jet Airways","05/15/2019","Kolkata","Banglore","CCU → BOM → BLR","04:30 PM","10:35 PM","6h 5m","1 stop","No info",180
"Air India","06/12/2019","Kolkata","Banglore","CCU → GAU → DEL → BLR","04:45 PM","08:55 AM","16h 10m","2 stops","No info",182
"IndiGo","05/15/2019","Chennai","Kolkata","MAA → CCU","11:35 AM","02:00 PM","2h 25m","non-stop","No info",53
"Air Asia","03/03/2019","Banglore","New Delhi","BLR → DEL","05:50 AM","08:40 AM","2h 50m","non-stop","No info",93
"Jet Airways","05/24/2019","Kolkata","Banglore","CCU → DEL → BLR","09:35 AM","09:05 PM","11h 30m","1 stop","No info",173
"SpiceJet","06/12/2019","Banglore","Delhi","BLR → DEL","09:30 AM","12:20 PM","2h 50m","non-stop","No check-in baggage included",53
"Jet Airways","03/21/2019","Delhi","Cochin","DEL → AMD → BOM → COK","07:10 PM","06:50 PM","23h 40m","2 stops","No info",133
"Air India","03/24/2019","Kolkata","Banglore","CCU → DEL → VGA → BLR","07:00 AM","10:00 AM","27h","2 stops","No info",140
"IndiGo","04/18/2019","Delhi","Cochin","DEL → COK","02:20 PM","05:35 PM","3h 15m","non-stop","No info",73
"Jet Airways","06/12/2019","Kolkata","Banglore","CCU → DEL → BLR","09:35 AM","09:05 PM","11h 30m","1 stop","No info",155
"Air Asia","03/09/2019","Kolkata","Banglore","CCU → BLR","10:50 PM","01:20 AM","2h 30m","non-stop","No info",53
"IndiGo","06/03/2019","Banglore","Delhi","BLR → DEL","06:05 AM","08:50 AM","2h 45m","non-stop","No info",48
"Jet Airways","05/18/2019","Delhi","Cochin","DEL → BOM → COK","09:00 AM","07:00 PM","10h","1 stop","In-flight meal not included",151
"Jet Airways","03/06/2019","Banglore","New Delhi","BLR → BOM → DEL","08:00 AM","01:15 PM","5h 15m","1 stop","No info",235
"Jet Airways","03/09/2019","Delhi","Cochin","DEL → BOM → COK","07:45 PM","06:50 PM","23h 5m","1 stop","In-flight meal not included",171
"Air India","04/12/2019","Banglore","Delhi","BLR → DEL","01:20 PM","04:10 PM","2h 50m","non-stop","No info",72
"Multiple carriers","06/09/2019","Delhi","Cochin","DEL → BOM → COK","06:40 AM","07:00 PM","12h 20m","1 stop","No info",133
"Jet Airways","06/06/2019","Kolkata","Banglore","CCU → BOM → BLR","06:55 PM","04:40 AM","9h 45m","1 stop","In-flight meal not included",95
"IndiGo","03/21/2019","Delhi","Cochin","DEL → HYD → COK","07:35 AM","04:10 PM","8h 35m","1 stop","No info",80
"IndiGo","04/21/2019","Kolkata","Banglore","CCU → BLR","09:35 AM","12:20 PM","2h 45m","non-stop","No info",59
"Jet Airways","03/18/2019","Mumbai","Hyderabad","BOM → HYD","03:50 PM","05:20 PM","1h 30m","non-stop","No info",69
"Jet Airways","05/09/2019","Delhi","Cochin","DEL → BOM → COK","10:00 AM","04:25 AM","18h 25m","1 stop","In-flight meal not included",151
"Jet Airways","05/06/2019","Banglore","Delhi","BLR → DEL","06:00 AM","08:45 AM","2h 45m","non-stop","In-flight meal not included",63
"IndiGo","06/01/2019","Kolkata","Banglore","CCU → BLR","02:25 PM","04:55 PM","2h 30m","non-stop","No info",74
"Jet Airways","03/09/2019","Delhi","Cochin","DEL → BOM → COK","09:50 PM","04:25 AM","6h 35m","1 stop","No info",183
"Jet Airways","04/09/2019","Delhi","Cochin","DEL → JAI → BOM → COK","05:30 AM","07:00 PM","13h 30m","2 stops","No info",133
"Multiple carriers","03/09/2019","Delhi","Cochin","DEL → BOM → COK","08:40 AM","07:45 PM","11h 5m","1 stop","No info",226
"Jet Airways","06/24/2019","Delhi","Cochin","DEL → BOM → COK","02:15 AM","04:25 AM","26h 10m","1 stop","In-flight meal not included",125
"Jet Airways","05/18/2019","Kolkata","Banglore","CCU → GAU → BLR","11:50 AM","05:35 PM","5h 45m","1 stop","No info",107
"IndiGo","05/27/2019","Delhi","Cochin","DEL → HYD → COK","08:35 AM","04:10 PM","7h 35m","1 stop","No info",79
"Jet Airways","03/12/2019","Mumbai","Hyderabad","BOM → DEL → HYD","09:50 AM","04:35 PM","6h 45m","1 stop","No info",245
"Vistara","05/27/2019","Banglore","Delhi","BLR → DEL","07:30 PM","10:15 PM","2h 45m","non-stop","No info",60
"Jet Airways","03/06/2019","Banglore","New Delhi","BLR → BOM → DEL","05:45 AM","06:25 PM","12h 40m","1 stop","No info",204
"SpiceJet","05/24/2019","Kolkata","Banglore","CCU → IXB → BLR","11:15 AM","06:30 PM","7h 15m","1 stop","No info",117
"Vistara","05/09/2019","Kolkata","Banglore","CCU → DEL → BLR","07:10 AM","06:50 PM","11h 40m","1 stop","No info",105
"Vistara","06/27/2019","Chennai","Kolkata","MAA → CCU","07:05 AM","09:20 AM","2h 15m","non-stop","No info",45
"Vistara","05/15/2019","Kolkata","Banglore","CCU → DEL → BLR","08:20 PM","09:05 AM","12h 45m","1 stop","No info",103
"IndiGo","05/18/2019","Banglore","Delhi","BLR → DEL","10:30 AM","01:20 PM","2h 50m","non-stop","No info",48
"IndiGo","03/15/2019","Mumbai","Hyderabad","BOM → HYD","06:20 AM","07:45 AM","1h 25m","non-stop","No info",41
"Jet Airways","05/12/2019","Kolkata","Banglore","CCU → DEL → BLR","08:25 PM","02:25 PM","18h","1 stop","No info",159
